,name,world,skill_name,vocation,skill_level,updated_at
4177,Hupez,yonabra,Sword Fighting,elite knight,139,2026-01-26 19:04:26.054883
4178,Ian Phage,yonabra,Axe Fighting,knight,128,2026-01-26 19:04:26.054883
4179,Innk Muller,yonabra,Magic Level,master sorcerer,137,2026-01-26 19:04:26.054883
4180,Itz Archer,yonabra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4181,Jaki Helor,yonabra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
4182,Jhompzs,yonabra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
4183,Joao Ekzz,yonabra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
4184,Katsurage,yonabra,Magic Level,master sorcerer,136,2026-01-26 19:04:26.054883
4185,Kayoto,yonabra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4186,Kayzor,yonabra,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
4187,Kdsshap,yonabra,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
4188,Keruk,yonabra,Sword Fighting,elite knight,136,2026-01-26 19:04:26.054883
4189,Ketiones,yonabra,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
4190,King Infinytum,yonabra,Axe Fighting,elite knight,134,2026-01-26 19:04:26.054883
4191,Lacors,yonabra,Axe Fighting,elite knight,134,2026-01-26 19:04:26.054883
4192,Lady Nathii,yonabra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
4193,Lairufek,yonabra,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
4194,Last Samuel,yonabra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
4195,Le do,yonabra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
4196,Little Walking Teddy,yonabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4197,Liu Bruxo,yonabra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
4198,Lord Knight Polo,yonabra,Fist Fighting,elite knight,113,2026-01-26 19:04:26.054883
4199,Lost Prince,yonabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4200,Luanzz,yonabra,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
4201,Ma Ri Nhoo,yonabra,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
4202,Magical'Mephistus,yonabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4203,Markinhos fernandes,yonabra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
4204,Marotinho,yonabra,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
4205,Marretada de Leve,yonabra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4206,Mediotha,yonabra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
4207,Michu Mnich,yonabra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
4208,Middles,yonabra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
4209,Mirazo,yonabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4210,Mirazord,yonabra,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
4211,Mister Burst,yonabra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
4212,Monkuroku,yonabra,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
4213,Moreniinhoo,yonabra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
4214,Mytth Brutthoo,yonabra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4215,Narrdi,yonabra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4216,Nath Yuda,yonabra,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
4217,Natural Convection,yonabra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4218,Ninja,yonabra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
4219,Nixxon Eretks,yonabra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
4220,Njorn,yonabra,Magic Level,master sorcerer,146,2026-01-26 19:04:26.054883
4221,No Sound,yonabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4222,Nobre Warrior,yonabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4223,Okazaaki,yonabra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
4224,Ominae Yu,yonabra,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
4225,Oswi Vanito,yonabra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
4226,Pabluski,yonabra,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
4227,Palhacin Opressor,yonabra,Magic Level,master sorcerer,136,2026-01-26 19:04:26.054883
4228,Pedrao Geladeira,yonabra,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
4229,Perthes,yonabra,Magic Level,sorcerer,129,2026-01-26 19:04:26.054883
4230,Phoenix Kato,yonabra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
4231,Pillowpaws,yonabra,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
4232,Rachola,yonabra,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
4233,Rafael Monk,yonabra,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
4234,Rakzi,yonabra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
4235,Ralph Kurama,yonabra,Club Fighting,elite knight,134,2026-01-26 19:04:26.054883
4236,Ramanjaca,yonabra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
4237,Raven Erus,yonabra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
4238,Ray An,yonabra,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
4239,Rdge,yonabra,Magic Level,master sorcerer,135,2026-01-26 19:04:26.054883
4240,Roglordi,yonabra,Distance Fighting,royal paladin,142,2026-01-26 19:04:26.054883
4241,Ruffy Straww Hat,yonabra,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
4242,Rulepee,yonabra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4243,Ruziio,yonabra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4244,Sagekai,yonabra,Fist Fighting,exalted monk,113,2026-01-26 19:04:26.054883
4245,Saulix,yonabra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4246,Sawano Hiroyuki,yonabra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
4247,Schiitz,yonabra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
4248,Seaxneat,yonabra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4249,Sekeyden,yonabra,Distance Fighting,royal paladin,140,2026-01-26 19:04:26.054883
4250,Shyn'zu,yonabra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
4251,Sion Sereno,yonabra,Fist Fighting,exalted monk,120,2026-01-26 19:04:26.054883
4252,Sir Lord Demolay,yonabra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4253,Skindereli,yonabra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4254,Skinrai,yonabra,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
4255,Skyfire,yonabra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4256,Skylar Grey,yonabra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4257,Sloem,yonabra,Club Fighting,elite knight,132,2026-01-26 19:04:26.054883
4258,Snoull,yonabra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
4259,Soderek,yonabra,Axe Fighting,knight,131,2026-01-26 19:04:26.054883
4260,Sombat Banchamek,yonabra,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
4261,Speedbolt,yonabra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4262,Strikiz,yonabra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
4263,Szu Li,yonabra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
4264,Tex Pancadao,yonabra,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
4265,Thas Moonblade,yonabra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4266,The Bow,yonabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4267,Therionsz,yonabra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
4268,Theriosti,yonabra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
4269,Theron Darax,yonabra,Sword Fighting,elite knight,136,2026-01-26 19:04:26.054883
4270,Thomates,yonabra,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
4271,Toramaru Apparition,yonabra,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
4272,Turon Aleblayme,yonabra,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
4273,Unkle Kuzia,yonabra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4274,Valteco,yonabra,Club Fighting,elite knight,138,2026-01-26 19:04:26.054883
4275,Vskin,yonabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4276,Warlord Saulerah,yonabra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
4277,Wingcats,yonabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4278,Yashan Prime,yonabra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4279,Yathus,yonabra,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
4280,Yoasobi,yonabra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
4281,Yung Dalbox,yonabra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
4282,Zecrocz Axe,yonabra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
4283,Zecrocz Knight,yonabra,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
4284,Zecrocz Sword,yonabra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
4285,Zen Blade,yonabra,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
4286,Andrewdiggy,yonabra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
4287,Fantasy Macabre,yonabra,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
4288,Flanbers Penn,yonabra,Shielding,royal paladin,127,2026-01-26 19:04:26.054883
4289,Inmortan Jow,yonabra,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
4290,Yu'Maxi,yonabra,Distance Fighting,paladin,140,2026-01-26 19:04:26.054883
4291,Zecroczz,yonabra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
4292,Apex Pierre,epoca,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
4293,Axe,epoca,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
4294,Azazel Swordshaper,epoca,Sword Fighting,elite knight,136,2026-01-26 19:04:26.054883
4295,Brokeback Billy,epoca,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
4296,Callia Endrakiras,epoca,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4297,Cloudstride,epoca,Fist Fighting,exalted monk,116,2026-01-26 19:04:26.054883
4298,Daisy Dayborn,epoca,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
4299,Denizgorn,epoca,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
4300,Elite Bonecrusher,epoca,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
4301,Exmindero,epoca,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
4302,Fist Club,epoca,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
4303,Fistar Tobbe,epoca,Fist Fighting,exalted monk,113,2026-01-26 19:04:26.054883
4304,Holked,epoca,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
4305,Junihtor,epoca,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
4306,Levy Tran,epoca,Club Fighting,elite knight,131,2026-01-26 19:04:26.054883
4307,Meatbow,epoca,Distance Fighting,royal paladin,140,2026-01-26 19:04:26.054883
4308,Mertz,epoca,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
4309,Mia Moonshine,epoca,Distance Fighting,royal paladin,142,2026-01-26 19:04:26.054883
4310,Mini Adamz,epoca,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
4311,Monkhaw,epoca,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
4312,Morfiious,epoca,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
4313,Nemesito,epoca,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
4314,Nicki Nightflower,epoca,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
4315,Ninja Monk,epoca,Fist Fighting,exalted monk,116,2026-01-26 19:04:26.054883
4316,Now,epoca,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
4317,Quiet,epoca,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4318,Quincy Black Mercedes,epoca,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4319,Saam elsafah,epoca,Sword Fighting,elite knight,136,2026-01-26 19:04:26.054883
4320,Toko Toko,epoca,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4321,Trapcraft,epoca,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
4322,Zohan Monk,epoca,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
4323,Adomiro,ferobra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4324,Aeridix,ferobra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4325,Alfiler Flecha Sombria,ferobra,Distance Fighting,royal paladin,140,2026-01-26 19:04:26.054883
4326,Ariel Legend,ferobra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
4327,Brain Sor,ferobra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
4328,Bruno is Back,ferobra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4329,Cejuh,ferobra,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
4330,Char ly Rough,ferobra,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
4331,Chucky Love,ferobra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4332,Clebin Rula,ferobra,Magic Level,master sorcerer,140,2026-01-26 19:04:26.054883
4333,Darkbookmagic,ferobra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
4334,Decb,ferobra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
4335,Demigod of Reveng,ferobra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
4336,Dendoo Montana,ferobra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4337,Doughsz,ferobra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
4338,Dudodix,ferobra,Magic Level,master sorcerer,140,2026-01-26 19:04:26.054883
4339,Dudopix Corp,ferobra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
4340,Dudopix Worldwide,ferobra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
4341,Dynamoxsz,ferobra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4342,Elite Ktengo,ferobra,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
4343,Eneeto,ferobra,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
4344,Firemane Avenger,ferobra,Magic Level,master sorcerer,137,2026-01-26 19:04:26.054883
4345,Geek The Knight,ferobra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4346,Geek the paladin,ferobra,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
4347,Haidar Wizard,ferobra,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
4348,Jack Bauer Melth,ferobra,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
4349,Jacm Bombiinha,ferobra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
4350,Jhonek,ferobra,Club Fighting,elite knight,131,2026-01-26 19:04:26.054883
4351,Karalisz,ferobra,Fist Fighting,monk,109,2026-01-26 19:04:26.054883
4352,King Galaiko,ferobra,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
4353,Knighkt,ferobra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4354,Linda'inluv,ferobra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4355,Lombrado Rush,ferobra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
4356,Markyn,ferobra,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
4357,Maskadora de Fumo,ferobra,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
4358,Masterpali,ferobra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
4359,Medcof,ferobra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4360,Mell Maya,ferobra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4361,Miigusta,ferobra,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
4362,Mikjones,ferobra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4363,Monkeizinho,ferobra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
4364,Munhoz Holdfast,ferobra,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
4365,Mystdeath,ferobra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
4366,Never Forgotten,ferobra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
4367,Overaw,ferobra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
4368,Ramomzinho,ferobra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
4369,Rdezobruxo,ferobra,Axe Fighting,elite knight,136,2026-01-26 19:04:26.054883
4370,Roxiixui Love,ferobra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4371,Salon Fon,ferobra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4372,Sir Danizera,ferobra,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
4373,Sir Junyck,ferobra,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
4374,Sittaum da Guerra,ferobra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4375,Skabp Intolerante,ferobra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
4376,Specialtyz,ferobra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
4377,Thunder Hammer,ferobra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
4378,Tyo Dash,ferobra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4379,Valdenilson The Second,ferobra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4380,Volutiion,ferobra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4381,Xura Shinsei,ferobra,Fist Fighting,exalted monk,123,2026-01-26 19:04:26.054883
4382,Zion Clubstealer,ferobra,Club Fighting,elite knight,131,2026-01-26 19:04:26.054883
4383,Zous Oreal,ferobra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4384,Facttory,ferobra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
4385,Fyna Knight,ferobra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
4386,No Huachimingo,ferobra,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
4387,Aghnar,descubra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4388,Ainz Own Goal,descubra,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
4389,Al Hafiz,descubra,Shielding,knight,124,2026-01-26 19:04:26.054883
4390,Alayvolllin,descubra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
4391,Anacoreta,descubra,Fist Fighting,monk,110,2026-01-26 19:04:26.054883
4392,Aquro Cacox,descubra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4393,Arthur Bonecrusher,descubra,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
4394,Bobylex,descubra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4395,Caian,descubra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4396,Capitan Carl,descubra,Club Fighting,elite knight,135,2026-01-26 19:04:26.054883
4397,Club Boro,descubra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4398,Di dado,descubra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4399,Doisbe,descubra,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
4400,Doisbz,descubra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
4401,Dra kozen,descubra,Axe Fighting,elite knight,133,2026-01-26 19:04:26.054883
4402,Dudu Zerah,descubra,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
4403,Fury Mauzier,descubra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
4404,Geeovarcher,descubra,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
4405,Habundia,descubra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
4406,Hilux Mage,descubra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
4407,Hulf,descubra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
4408,Infestissu Diaabo,descubra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
4409,Jesca,descubra,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
4410,Kbralz,descubra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
4411,Kikisney,descubra,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
4412,Lancellotz,descubra,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
4413,Lonok,descubra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
4414,Luh is,descubra,Magic Level,master sorcerer,136,2026-01-26 19:04:26.054883
4415,Machnitsky,descubra,Magic Level,master sorcerer,143,2026-01-26 19:04:26.054883
4416,Maike Taisson,descubra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
